Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.SG03NAC12D22Z,1995.03,775,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,1996.03,805,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,1997.03,909,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,1998.03,861,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,1999.03,510,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2000.03,612,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2001.03,633,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2002.03,643,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2003.03,742,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2004.03,719,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2005.03,870,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2006.03,997,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2007.03,1668,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2008.03,1901,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2009.03,1850,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2010.03,1859,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2011.03,2008,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2012.03,1952,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2013.03,2074,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2014.03,2175,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2015.03,2280,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2016.03,2382,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2017.03,2650,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2018.03,2726,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2019.03,2727,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D22Z,2020.03,3109,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Import duties,Total,,,
SNEA.SG03NAC12D24A,1987.03,98,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1988.03,104,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1989.03,110,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1990.03,115,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1991.03,116,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1992.03,120,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1993.03,120,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1994.03,101,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1995.03,86,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1996.03,75,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1997.03,69,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1998.03,72,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,1999.03,73,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2000.03,75,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2001.03,76,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2002.03,77,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2003.03,79,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2004.03,80,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2005.03,83,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2006.03,85,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2007.03,86,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2008.03,88,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2009.03,88,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2010.03,89,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2011.03,87,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2012.03,96,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2013.03,212,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2014.03,272,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2015.03,280,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2016.03,288,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2017.03,289,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2018.03,305,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2019.03,383,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24A,2020.03,435,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Earthquake and war damages levy,,,
SNEA.SG03NAC12D24B,1987.03,106,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1988.03,131,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1989.03,141,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1990.03,153,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1991.03,177,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1992.03,191,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1993.03,180,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1994.03,171,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1995.03,162,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1996.03,157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1997.03,144,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1998.03,172,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,1999.03,166,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2000.03,185,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2001.03,197,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2002.03,205,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2003.03,228,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2004.03,233,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2005.03,249,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2006.03,254,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2007.03,265,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2008.03,280,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2009.03,292,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2010.03,300,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2011.03,307,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2012.03,325,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2013.03,327,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2014.03,338,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2015.03,356,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2016.03,344,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2017.03,382,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2018.03,506,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2019.03,580,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24B,2020.03,587,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Fire service commission levy,,,
SNEA.SG03NAC12D24C,1987.03,83,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1988.03,78,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1989.03,84,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1990.03,81,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1991.03,87,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1992.03,94,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1993.03,101,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1994.03,98,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1995.03,88,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1996.03,89,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
SNEA.SG03NAC12D24C,1997.03,101,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(I), Nominal, Actual, Tax type",Taxes on Production,Energy resources levy,,,
